scenario,time_step,time_sec,num_nominal_samples,num_uncertain_samples,wasserstein_x,wasserstein_y,wasserstein_z,wasserstein_xyz_mean
mass_thrust_combo,408,1.7,100,50,0.01577722348384595,0.01715340803047949,0.11562089426999919,0.04951717526144154
mass_thrust_combo,432,1.8,96,50,0.015527635152673191,0.02050077333916369,0.1161359352305662,0.050721447907467694
mass_thrust_combo,456,1.9,80,49,0.018372052973626693,0.030515254098881617,0.11637158930709154,0.05508629879319995
mass_thrust_combo,480,2.0,29,41,0.02761309012561642,0.05330795852391367,0.11329065996410585,0.06473723620454531
thrust_only,0,0.0,100,50,0.07815114373747309,0.08471296448484719,0.03338147616667913,0.06541519479633313
thrust_only,24,0.1,100,50,0.07798622952486357,0.08443642396318317,0.03445728711945121,0.06562664686916599
thrust_only,48,0.2,100,50,0.07721638107585344,0.08316556887476309,0.03333729117526335,0.06457308037529329
thrust_only,72,0.3,100,50,0.07564608661268124,0.08063761331827449,0.0336496342207566,0.0633111113839041
thrust_only,96,0.4,100,50,0.07355824758649572,0.07703552563156862,0.0350503647154226,0.06188137931116231
thrust_only,120,0.5,100,50,0.07066255314879726,0.072730773966995,0.03693840233139476,0.06011057648239567
thrust_only,144,0.6,100,50,0.066866446091702,0.06841488851752502,0.03845371664908877,0.05791168375277193
thrust_only,168,0.7,100,50,0.06258965449617669,0.06309556905316824,0.03977318614965828,0.05515280323300106
thrust_only,192,0.8,100,50,0.05797135546309057,0.058538346183497895,0.040963893025910525,0.052491198224166334
thrust_only,216,0.9,100,50,0.05302530010264614,0.053987023868858355,0.04166545090712384,0.04955925829287611
thrust_only,240,1.0,100,50,0.047913456001192824,0.04946168773709647,0.042476151803355865,0.04661709851388172
thrust_only,264,1.1,100,50,0.04291221372941513,0.044643793320049606,0.04288359622860055,0.04347986775935509
thrust_only,288,1.2,100,50,0.037790228022686514,0.039777942211572284,0.0432635442204605,0.0402772381515731
thrust_only,312,1.3,100,50,0.03263412514203296,0.035020388854750215,0.04371817205596584,0.03712422868424967
thrust_only,336,1.4,100,50,0.027584021689114696,0.029296392154296944,0.043868395232757235,0.033582936358722955
thrust_only,360,1.5,100,50,0.022496984278653844,0.023633059230907156,0.04428837794269752,0.030139473817419507
thrust_only,384,1.6,100,50,0.01810886020550707,0.018681538367403293,0.04442646628539301,0.027072288286101125
thrust_only,408,1.7,100,50,0.01399791091723424,0.014164647286810817,0.04462224157480002,0.024261599926281695
thrust_only,432,1.8,96,49,0.011930087857888285,0.013525070209338049,0.044723112079647256,0.02339275671562453
thrust_only,456,1.9,80,39,0.0077227033934416265,0.005171447656153944,0.046160729866594516,0.019684960305396695
thrust_only,480,2.0,29,18,0.004784968695695239,0.008156918976315448,0.04522122092163648,0.019387702864549054
yaw_coeff_only,0,0.0,100,50,0.07815114373747309,0.08471296448484719,0.03338147616667913,0.06541519479633313
yaw_coeff_only,24,0.1,100,50,0.07803595360958002,0.08451413111673355,0.030668984788252297,0.06440635650485528
yaw_coeff_only,48,0.2,100,50,0.07748706116367605,0.08355128931850127,0.026646958550226443,0.06256176967746792
yaw_coeff_only,72,0.3,100,50,0.07618753687831206,0.08147600878247147,0.023259200319509007,0.060307581993430844
yaw_coeff_only,96,0.4,100,50,0.0742171640216845,0.07849759355135315,0.020383800132063715,0.05769951923503378
yaw_coeff_only,120,0.5,100,50,0.07142075250021633,0.07483884308319882,0.01796308747228143,0.05474089435189886
yaw_coeff_only,144,0.6,100,50,0.06770666490851782,0.0704321003498097,0.015935190736944327,0.05135798533175728
yaw_coeff_only,168,0.7,100,50,0.06341991350362354,0.06530990664536718,0.014336362163512263,0.04768872743750099
yaw_coeff_only,192,0.8,100,50,0.05872671308421394,0.06023105150178648,0.01308060093771422,0.04401278850790488
yaw_coeff_only,216,0.9,100,50,0.05365924328276806,0.05527726759116887,0.012172004266921162,0.0403695050469527
yaw_coeff_only,240,1.0,100,50,0.048341336550640226,0.05007824495329821,0.011529894192514267,0.0366498252321509
yaw_coeff_only,264,1.1,100,50,0.04301296256239054,0.04449168482710228,0.010930756560212125,0.032811801316568315
yaw_coeff_only,288,1.2,100,50,0.03767408620641232,0.039136869199767,0.010473166862358406,0.029094707422845912
yaw_coeff_only,312,1.3,100,50,0.032346932419659837,0.03393019215669662,0.010139743527101036,0.025472289367819163
yaw_coeff_only,336,1.4,100,50,0.02697729771672095,0.028460259793904694,0.009801470025759063,0.021746342512128234
yaw_coeff_only,360,1.5,100,50,0.022049963857466246,0.02284025594214343,0.009573657090060127,0.018154625629889936
yaw_coeff_only,384,1.6,100,50,0.01739494405415725,0.017571443880117995,0.00932783070216474,0.014764739545479993
yaw_coeff_only,408,1.7,100,50,0.013077945067756981,0.01265533669940214,0.009131854439529036,0.011621712068896053
yaw_coeff_only,432,1.8,96,49,0.011016845078378482,0.011435345419081653,0.008920774539825123,0.010457655012428417
yaw_coeff_only,456,1.9,80,38,0.006575504019941156,0.004803154654921583,0.010071493980692686,0.007150050885185141
yaw_coeff_only,480,2.0,29,16,0.004311045639765065,0.0031199154372377894,0.009581602338723318,0.005670854471908724
