trial,seed,start_x,start_y,start_z,goal_x,goal_y,goal_z,time_step,time_sec,x,y,z
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,144,0.6,1.0510019952045282,1.1635072983133696,1.327400507955024
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,168,0.7,1.0656050481072712,1.2184243030279582,1.3380277910407383
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,192,0.8,1.0823285042601367,1.281307733901166,1.3471135740544686
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,216,0.9,1.1007234213278787,1.3504796126021243,1.3548987640678123
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,240,1.0,1.1203156129955776,1.424162964423694,1.3615522690989132
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,264,1.1,1.1406345691320683,1.5005898520613632,1.3672439938713221
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,288,1.2,1.16123250335947,1.5780739688554661,1.37210074700893
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,312,1.3,1.1816982160959633,1.6550645178678947,1.3762374682545102
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,336,1.4,1.2016656946555013,1.7301802749828874,1.379758375525963
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,360,1.5,1.2208192783912908,1.8022302597245146,1.3827455891534404
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,384,1.6,1.238895935819783,1.8702229117586244,1.3852815130427276
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,408,1.7,1.255685543271145,1.933367189579521,1.3874299723432792
2,1339998021,1.0177565050757096,1.0381798819170358,1.2147309032036058,1.3,2.1,1.4,432,1.8,1.271029457346849,1.991066878669021,1.3892485589167063
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,0,0.0,1.314942489464833,0.28294884175751256,0.9167177407298479
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,24,0.1,1.3149384941204263,0.2834472507178791,0.9712674027895459
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,48,0.2,1.3148835237183845,0.28965654136128677,1.0347545191404663
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,72,0.3,1.314719262797421,0.30809618554349566,1.0885953428202553
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,96,0.4,1.3144112164602255,0.3427318369056333,1.1343324787699134
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,120,0.5,1.313945444325672,0.39523636392248257,1.1731626140405638
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,144,0.6,1.3133236302278688,0.4655873258633789,1.2062980820126799
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,168,0.7,1.3125594612489002,0.552462796295747,1.2345879107552478
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,192,0.8,1.3116742063195435,0.6536975920306644,1.2587719218767266
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,216,0.9,1.3106933645566479,0.7666176369797273,1.2795043262790144
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,240,1.0,1.3096441925003672,0.8882869455941681,1.2972325367445559
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,264,1.1,1.3085536237047994,1.0157313064874491,1.3124139067652063
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,288,1.2,1.307447125730626,1.1460674262733355,1.3253813669502448
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,312,1.3,1.3063478436334237,1.276611333916881,1.3364380996366572
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,336,1.4,1.3052761580538945,1.4049430948925583,1.3458586021214645
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,360,1.5,1.3042494462545118,1.5289485877788143,1.3538583506747628
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,384,1.6,1.3032820231820796,1.6468399740116972,1.3606531629613607
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,408,1.7,1.3023851660330479,1.7571632732038946,1.3664116042882428
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,432,1.8,1.3015672428802965,1.8587922865046826,1.3712859772504271
3,337813862,1.314942489464833,0.28294884175751256,0.9167177407298479,1.3,2.1,1.4,456,1.9,1.3008339095887076,1.9509125249135415,1.3754241079494827
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,0,0.0,0.14619173368841865,-0.07318863714485646,0.9161431863738767
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,24,0.1,0.1464864865364629,-0.07255507597280643,0.9704846290289015
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,48,0.2,0.15034478387046396,-0.06501162086740789,1.0339857623862063
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,72,0.3,0.16197673300504634,-0.04277607315212374,1.0876516251152293
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,96,0.4,0.18402828385022585,-0.0010634720047691653,1.1331094408091287
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,120,0.5,0.21764265744394234,0.06212401876941687,1.171620439604474
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,144,0.6,0.26280550743265696,0.14672123952360322,1.2045272200575852
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,168,0.7,0.31858493818941885,0.2510521840576993,1.2326942472909643
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,192,0.8,0.3834788775423281,0.37243031119132947,1.2568648600641399
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,216,0.9,0.4556701878039263,0.5075792170485952,1.277693214821267
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,240,1.0,0.5332070738921572,0.6529308010547046,1.2955748969402257
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,264,1.1,0.6141608221891041,0.8049064110680892,1.310947912430738
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,288,1.2,0.6967003629507192,0.9600613820383037,1.3241114344450062
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,312,1.3,0.7791512518888193,1.1152119386106134,1.3353485339586273
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,336,1.4,0.860023589531482,1.2675060942870189,1.3449213931497335
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,360,1.5,0.9380276527055823,1.4144684255159932,1.3530373623049279
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,384,1.6,1.0120791112590484,1.5540196473913526,1.3599140707523636
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,408,1.7,1.081299939291938,1.6844820668876463,1.3657214594465072
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,432,1.8,1.145012997761363,1.804568622722656,1.370616224604107
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,456,1.9,1.2027316292694707,1.9133598616717429,1.3747599267815944
4,1881254966,0.14619173368841865,-0.07318863714485646,0.9161431863738767,1.3,2.1,1.4,480,2.0,1.2541512789104148,2.0102839519231375,1.3782480215930497
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,0,0.0,-0.6159658884495521,-1.051565140133306,1.1563828310470101
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,24,0.1,-0.6146066600047271,-1.0490464887317703,1.1869409310955128
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,48,0.2,-0.6048934002629157,-1.0325158874260123,1.217812017807611
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,72,0.3,-0.5799810934295052,-0.9911912975129277,1.2431177624705323
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,96,0.4,-0.5357947285866859,-0.918965424411922,1.2641255455576323
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,120,0.5,-0.4710175751295873,-0.8140189797461866,1.281735682556035
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,144,0.6,-0.38646774432535974,-0.6776063767042573,1.2970939454291348
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,168,0.7,-0.28461283438012364,-0.5133531160775157,1.3106237078536078
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,192,0.8,-0.16874507005067424,-0.32613502822380613,1.3226374259651
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,216,0.9,-0.04245072206257748,-0.12139234079108793,1.3333880975472978
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,240,1.0,0.09071199962430092,0.09530463366333235,1.3428627290023818
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,264,1.1,0.22745013234453387,0.31863695863601393,1.351180760760918
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,288,1.2,0.3648023039394617,0.543686183575237,1.3583778127446937
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,312,1.3,0.5001777954314461,0.7660599631608679,1.3645305304930557
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,336,1.4,0.6313549983499882,0.981946047515864,1.3697362764955658
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,360,1.5,0.756472467909916,1.1881382433520382,1.374080125043288
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,384,1.6,0.8740134540286393,1.3820324402996234,1.3776903882016762
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,408,1.7,0.9827951756550837,1.561613156239882,1.3806617623509931
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,432,1.8,1.0819516389300614,1.725418512389194,1.383092290178603
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,456,1.9,1.1709103471684803,1.8724899937586834,1.3851172381991599
5,726009903,-0.6159658884495521,-1.051565140133306,1.1563828310470101,1.3,2.1,1.4,480,2.0,1.2493818249064563,2.002343211655686,1.38677177514553
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,0,0.0,1.2535065405618382,-0.6404296082492161,0.946239664126483
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,24,0.1,1.2535177104315882,-0.6394421688202501,0.9981018532664674
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,48,0.2,1.2536644116044822,-0.6291524059524365,1.0574316615472557
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,72,0.3,1.254108304826809,-0.5998049368420132,1.107438497917171
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,96,0.4,1.254953721567252,-0.5454235448575018,1.1497149856780804
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,120,0.5,1.256247288711018,-0.46357925822148616,1.1854852887818372
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,144,0.6,1.2579907003347228,-0.35449998599364546,1.2160915936533663
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,168,0.7,1.2601494669495326,-0.22051033047661414,1.2423481150556352
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,192,0.8,1.2626668908036365,-0.06521483536432945,1.264947132256264
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,216,0.9,1.2654742359438955,0.1070724357671678,1.2844940262617908
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,240,1.0,1.2684977162191065,0.29172531718738315,1.3013221327834712
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,264,1.1,1.2716645722138578,0.4841702484801277,1.315824892590205
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,288,1.2,1.2749056149104585,0.680058815441758,1.32826025922211
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,312,1.3,1.2781572489111581,0.8754139993155695,1.3388803063433323
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,336,1.4,1.281362336807541,1.0667041082214617,1.3479231794034572
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,360,1.5,1.2844706962914443,1.2508862038749116,1.3555786857847425
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,384,1.6,1.2874393224984169,1.4254207352754564,1.3620530385372365
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,408,1.7,1.2902325210556118,1.5882726092701807,1.3675067068121374
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,432,1.8,1.2928218641470461,1.7378938149820475,1.372089635629005
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,456,1.9,1.295185965568356,1.87319237914665,1.3759626152848203
6,1145061444,1.2535065405618382,-0.6404296082492161,0.946239664126483,1.3,2.1,1.4,480,2.0,1.2973103583400891,1.9935084941453225,1.3792129490689633
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,0,0.0,0.551551720495763,0.07059325223455337,1.6584892018901567
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,24,0.1,0.5517949472354831,0.07133794635944748,1.6279090954299094
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,48,0.2,0.5550479026437273,0.0805462832892248,1.5938451446717106
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,72,0.3,0.5643795082449198,0.1063462781619739,1.564501020990454
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,96,0.4,0.5813951196625021,0.15286545980410224,1.5393150343599162
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,120,0.5,0.6065727278926044,0.2212554117702764,1.5177981006509158
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,144,0.6,0.6395709543945273,0.31056396306718326,1.4995904239601643
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,168,0.7,0.6794871709851802,0.41841133291828514,1.4842419755669345
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,192,0.8,0.7251000461901492,0.5415945446316363,1.471344570030281
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,216,0.9,0.7750453184030635,0.6765167666692692,1.460529370138684
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,240,1.0,0.8279373982736187,0.8194903229864112,1.4514375877802532
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,264,1.1,0.8824509996830103,0.9669520352299548,1.443770436862185
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,288,1.2,0.9373673140712508,1.1155960613482092,1.4372767538644493
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,312,1.3,0.9915998983862281,1.262457317787828,1.4317505551764278
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,336,1.4,1.044207050239712,1.4049576980948968,1.4270201108871226
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,360,1.5,1.0943958191373395,1.540925847390258,1.4229563934800236
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,384,1.6,1.1415211830380685,1.6685991767144501,1.4194553224952924
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,408,1.7,1.1850813500123107,1.7866114810308833,1.4164331958132994
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,432,1.8,1.2247107430181996,1.893971847001655,1.4138217761865621
7,207846659,0.551551720495763,0.07059325223455337,1.6584892018901567,1.3,2.1,1.4,456,1.9,1.2601697513876617,1.9900338735030416,1.411579644359193
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,0,0.0,-0.21926538410081808,-1.0210000266947175,1.7672095377201105
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,24,0.1,-0.21905032437211847,-1.0204529453174849,1.728547238064871
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,48,0.2,-0.21385231195448848,-1.0089915704754675,1.6793038789487655
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,72,0.3,-0.19673345371478174,-0.9727836904689633,1.6364392832171375
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,96,0.4,-0.1636902510514185,-0.9043443038162138,1.5993295535489855
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,120,0.5,-0.11332834737067993,-0.8013177871809704,1.5674603014980528
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,144,0.6,-0.04627552665543731,-0.6650534011410677,1.540623485180466
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,168,0.7,0.03537545590715164,-0.49953286640018485,1.5182023350161271
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,192,0.8,0.12878949132279485,-0.31011535668270407,1.4995866971461986
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,216,0.9,0.23088181187626455,-0.10272040092784698,1.4842014781864312
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,240,1.0,0.3386222169364791,0.1166952647439753,1.4714094690278952
8,402111487,-0.21926538410081808,-1.0210000266947175,1.7672095377201105,1.3,2.1,1.4,264,1.1,0.44922306216315494,0.3425087867682569,1.46072133529082
