system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.19564825386818555,0.4488157780288306,-0.13699955338251962,-0.1096348152334317,1.0
true_disturbed,0.4793742428978338,0.7447654532235993,-0.14309689462499225,0.00012127859417955106,0.55
L1_DRAC,0.3623230250424773,0.5759513664682028,-0.14072903253798072,0.0007403302373187245,0.45
