system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.18202254034146176,0.39658340513269985,-0.13840000719527396,-0.11398444112724018,1.0
true_disturbed,1.2542125957001722,1.9608837531956642,-0.1396072449042272,0.18398913065154404,0.2
L1_DRAC,0.6297966486309305,0.9705107869387503,-0.06891898501756755,-0.017848563967587133,0.9
