system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.1820944080184786,0.4073152140123154,-0.13804446756851657,-0.10895853557327866,1.0
true_disturbed,0.4344585709036896,0.6842587915645514,-0.15238406847001035,-0.0352443457527292,0.65
L1_DRAC,0.40547003659589426,0.6678752835051577,-0.12872203963803625,-0.02193706151977697,0.7
