system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.1938591651251333,0.42639913170007954,-0.14051224608916263,-0.11885793923982901,1.0
true_disturbed,0.8767092586572748,1.5667139228730949,-0.21093946212507275,-0.08979200658974536,0.85
L1_DRAC,0.8727114361859323,1.5902850633102201,-0.2019280623402862,-0.11499570226322615,1.0
