system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.38978018924561864,0.6920509692613523,1.524568557698533,1.6533781155734086,0.0
true_disturbed,0.5942217229418707,1.129355974435699,1.338681657888967,1.69211268702945,0.0
L1_DRAC,0.4793570136522621,0.9209915240012954,1.4883297658242398,1.7024607061348742,0.0
