system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.19354362737177028,0.39871446827629714,Inf,Inf,0.0
true_disturbed,0.24534003543035565,0.4620663671006941,Inf,Inf,0.0
L1_DRAC,0.20420687876564,0.4249562799378165,Inf,Inf,0.0
