system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.404253693115765,0.7183629172919377,1.4564133544638787,1.6430756229988472,0.0
true_disturbed,11.275095840428728,30.45140405374222,1.0972462707552815,1.5547290119538437,0.0
L1_DRAC,1.259895351788805,2.40477983646395,1.3199997324078088,1.6129957868598417,0.0
