system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.1800987166743251,0.37906619201121,-0.1311405623124322,-0.1041609897829185,1.0
true_disturbed,3.950592485531094,7.885200215131038,-0.190056690897391,0.12659874417137248,0.25
L1_DRAC,0.8059624353305143,1.1924207591791096,-0.12402459848085139,0.04803659110724451,0.3
