system,rmse,max_error,worst_clearance,mean_clearance,collision_rate
nominal,0.18415921014159153,0.411499612306068,-0.15812381588869334,-0.11678317297316958,1.0
true_disturbed,1.2784699630781668,1.999978549484485,-0.11105271572184848,0.15772038632116933,0.1
L1_DRAC,0.6560739113803953,0.9969907439941949,-0.18691974986651744,-0.03138984097548571,0.9
